TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-05-13,2026-05-13,CM,NSE,STK,19078,IN0020200104,SGBJUN28,GB,,,,,2.5%GOLDBONDS2028SR-III,15500.01,16100.00,15500.00,15853.93,15851.00,15165.17,,15853.93,,,380,6019884.15,79,F1,1,,,,,
2026-05-13,2026-05-13,CM,NSE,STK,1342,IN0020200286,SGBN28VIII,GB,,,,,2.5%GOLDBONDS2028SR-VIII,15400.00,15950.01,15400.00,15859.96,15862.00,15182.94,,15859.96,,,1015,16039019.76,108,F1,1,,,,,
2026-05-13,2026-05-13,CM,NSE,STK,3742,IN0020210053,SGBMAY29I,GB,,,,,2.5%GOLDBONDS2029SR-I,15500.00,16537.95,15500.00,15926.76,15910.00,15237.95,,15941.35,,,2136,33966987.91,245,F1,1,,,,,
2026-05-13,2026-05-13,CM,NSE,STK,3743,IN0020210061,SGBJUN29II,GB,,,,,2.5%GOLDBONDS2029SR-II,15500.00,16299.00,15500.00,15939.49,15947.00,15236.66,,15935.10,,,316,5018111.33,95,F1,1,,,,,
2026-05-13,2026-05-13,CM,NSE,STK,3800,IN0020210087,SGBJU29III,GB,,,,,2.5%GOLDBONDS2029SR-III,15500.00,16051.00,15500.00,15890.00,15890.00,15251.23,,15890.00,,,588,9352921.46,72,F1,1,,,,,
2026-05-13,2026-05-13,CM,NSE,STK,5575,IN0020210145,SGBSEP29VI,GB,,,,,2.5%GOLDBONDS2029SR-VI,16250.00,16250.00,15725.00,15901.72,15890.00,15354.80,,15898.48,,,785,12468567.19,185,F1,1,,,,,
2026-05-13,2026-05-13,CM,NSE,STK,6518,IN0020210178,SGBNV29VII,GB,,,,,2.5%GOLDBONDS2029SR-VII,15310.00,15999.00,15310.00,15892.61,15880.00,15299.09,,15898.55,,,622,9889890.05,121,F1,1,,,,,
2026-05-13,2026-05-13,CM,NSE,STK,5960,IN0020180249,SGBOCT26,GB,,,,,2.50%GOLDBONDS2026SR-II,15430.00,16600.00,15430.00,15948.99,15948.99,15150.00,,15948.99,,,48,761212.90,20,F1,1,,,,,
2026-05-13,2026-05-13,CM,NSE,STK,6355,IN0020180314,SGBNOV26,GB,,,,,2.50%GOLDBONDS2026SR-III,15300.01,16000.00,15300.01,15994.50,15995.00,15271.87,,15994.50,,,128,2028055.96,23,F1,1,,,,,
2026-05-13,2026-05-13,CM,NSE,STK,7654,IN0020180389,SGBDEC26,GB,,,,,2.50%GOLDBONDS2026SR-IV,15800.00,15900.00,15800.00,15900.00,15900.00,15123.99,,15900.00,,,158,2511415.94,22,F1,1,,,,,
2026-05-13,2026-05-13,CM,NSE,STK,10261,IN0020190073,SGBJUN27,GB,,,,,2.50%GOLDBONDS2027SR-I,15399.00,15900.00,15399.00,15801.00,15801.00,15150.00,,15850.50,,,80,1241841.00,6,F1,1,,,,,
