TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-05-27,2026-05-27,CM,NSE,STK,19078,IN0020200104,SGBJUN28,GB,,,,,2.5%GOLDBONDS2028SR-III,15528.03,15551.00,15465.00,15526.00,15526.00,15617.11,,15498.39,,,257,3990072.04,28,F1,1,,,,,
2026-05-27,2026-05-27,CM,NSE,STK,1342,IN0020200286,SGBN28VIII,GB,,,,,2.5%GOLDBONDS2028SR-VIII,15581.00,15581.00,15429.99,15440.13,15440.00,15581.34,,15440.13,,,128,1979329.28,44,F1,1,,,,,
2026-05-27,2026-05-27,CM,NSE,STK,3742,IN0020210053,SGBMAY29I,GB,,,,,2.5%GOLDBONDS2029SR-I,15501.00,15505.00,15390.00,15403.96,15396.01,15551.31,,15403.60,,,873,13468322.30,170,F1,1,,,,,
2026-05-27,2026-05-27,CM,NSE,STK,3743,IN0020210061,SGBJUN29II,GB,,,,,2.5%GOLDBONDS2029SR-II,15580.00,15580.00,15451.05,15464.00,15475.00,15578.00,,15465.35,,,33,512782.05,10,F1,1,,,,,
2026-05-27,2026-05-27,CM,NSE,STK,3800,IN0020210087,SGBJU29III,GB,,,,,2.5%GOLDBONDS2029SR-III,15585.00,15600.00,15560.00,15560.00,15560.00,15637.00,,15541.00,,,56,872690.00,9,F1,1,,,,,
2026-05-27,2026-05-27,CM,NSE,STK,5575,IN0020210145,SGBSEP29VI,GB,,,,,2.5%GOLDBONDS2029SR-VI,15475.00,15545.00,15416.00,15420.02,15420.02,15568.08,,15425.02,,,300,4638776.46,54,F1,1,,,,,
2026-05-27,2026-05-27,CM,NSE,STK,6518,IN0020210178,SGBNV29VII,GB,,,,,2.5%GOLDBONDS2029SR-VII,15530.00,15644.00,15365.00,15379.20,15400.00,15543.78,,15342.46,,,39,604267.06,19,F1,1,,,,,
2026-05-27,2026-05-27,CM,NSE,STK,5960,IN0020180249,SGBOCT26,GB,,,,,2.50%GOLDBONDS2026SR-II,15556.00,15556.00,15475.00,15475.00,15475.00,15556.00,,15475.00,,,11,170624.00,4,F1,1,,,,,
2026-05-27,2026-05-27,CM,NSE,STK,6355,IN0020180314,SGBNOV26,GB,,,,,2.50%GOLDBONDS2026SR-III,15655.61,15655.61,15353.00,15403.79,15399.00,15501.00,,15411.49,,,32,495613.50,15,F1,1,,,,,
2026-05-27,2026-05-27,CM,NSE,STK,7654,IN0020180389,SGBDEC26,GB,,,,,2.50%GOLDBONDS2026SR-IV,15500.00,15501.00,15500.00,15500.50,15500.00,15690.00,,15500.50,,,20,310009.00,5,F1,1,,,,,
