TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-05-12,2026-05-12,CM,NSE,STK,19078,IN0020200104,SGBJUN28,GB,,,,,2.5%GOLDBONDS2028SR-III,15067.01,15190.00,15067.01,15165.17,15155.01,15066.66,,15165.63,,,203,3072987.89,54,F1,1,,,,,
2026-05-12,2026-05-12,CM,NSE,STK,1342,IN0020200286,SGBN28VIII,GB,,,,,2.5%GOLDBONDS2028SR-VIII,15088.00,15244.00,15035.71,15182.94,15188.00,15035.71,,15182.94,,,901,13680523.12,94,F1,1,,,,,
2026-05-12,2026-05-12,CM,NSE,STK,3742,IN0020210053,SGBMAY29I,GB,,,,,2.5%GOLDBONDS2029SR-I,15250.00,15250.00,15136.15,15237.95,15240.00,15082.85,,15237.95,,,2872,43729795.66,146,F1,1,,,,,
2026-05-12,2026-05-12,CM,NSE,STK,3743,IN0020210061,SGBJUN29II,GB,,,,,2.5%GOLDBONDS2029SR-II,15150.00,15250.00,15141.00,15236.66,15250.00,15066.45,,15227.50,,,59,896501.01,20,F1,1,,,,,
2026-05-12,2026-05-12,CM,NSE,STK,3800,IN0020210087,SGBJU29III,GB,,,,,2.5%GOLDBONDS2029SR-III,15070.01,15375.00,15070.00,15251.23,15250.00,15070.00,,15251.23,,,624,9511616.68,93,F1,1,,,,,
2026-05-12,2026-05-12,CM,NSE,STK,5575,IN0020210145,SGBSEP29VI,GB,,,,,2.5%GOLDBONDS2029SR-VI,15249.99,15475.00,15115.00,15354.80,15350.00,15087.87,,15394.20,,,328,5008981.67,66,F1,1,,,,,
2026-05-12,2026-05-12,CM,NSE,STK,6518,IN0020210178,SGBNV29VII,GB,,,,,2.5%GOLDBONDS2029SR-VII,15101.01,15310.00,15015.01,15299.09,15310.00,15100.16,,15298.92,,,402,6121403.26,76,F1,1,,,,,
2026-05-12,2026-05-12,CM,NSE,STK,5960,IN0020180249,SGBOCT26,GB,,,,,2.50%GOLDBONDS2026SR-II,15525.00,15525.00,15050.12,15150.00,15150.00,15050.00,,15150.00,,,28,422772.51,14,F1,1,,,,,
2026-05-12,2026-05-12,CM,NSE,STK,6355,IN0020180314,SGBNOV26,GB,,,,,2.50%GOLDBONDS2026SR-III,15010.00,15271.88,15010.00,15271.87,15271.88,15000.00,,15271.87,,,8,120865.62,3,F1,1,,,,,
2026-05-12,2026-05-12,CM,NSE,STK,7654,IN0020180389,SGBDEC26,GB,,,,,2.50%GOLDBONDS2026SR-IV,15250.00,15250.00,15045.11,15123.99,15124.00,15198.90,,15123.99,,,23,347440.96,7,F1,1,,,,,
2026-05-12,2026-05-12,CM,NSE,STK,10261,IN0020190073,SGBJUN27,GB,,,,,2.50%GOLDBONDS2027SR-I,15003.02,15150.00,15003.01,15150.00,15150.00,15002.00,,15150.00,,,22,331718.11,5,F1,1,,,,,
2026-05-12,2026-05-12,CM,NSE,STK,12904,IN0020190107,SGBAUG27,GB,,,,,2.50%GOLDBONDS2027SR-III,15100.00,15396.99,15100.00,15118.74,15126.12,15000.25,,15120.87,,,104,1574047.66,28,F1,1,,,,,
2026-05-12,2026-05-12,CM,NSE,STK,13209,IN0020190115,SGBSEP27,GB,,,,,2.50%GOLDBONDS2027SR-IV,15080.03,15249.99,15025.00,15100.00,15100.00,15080.03,,15100.00,,,66,997984.96,18,F1,1,,,,,
2026-05-12,2026-05-12,CM,NSE,STK,8308,IN0020180462,SGBJAN27,GB,,,,,2.50%GOLDBONDS2027SR-V,15035.12,15035.12,15035.12,15035.12,15035.12,15140.00,,15078.18,,,1,15035.12,1,F1,1,,,,,
