TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-05-14,2026-05-14,CM,NSE,STK,19078,IN0020200104,SGBJUN28,GB,,,,,2.5%GOLDBONDS2028SR-III,15901.00,15901.00,15832.00,15832.00,15832.00,15853.93,,15832.00,,,704,11193107.02,55,F1,1,,,,,
2026-05-14,2026-05-14,CM,NSE,STK,1342,IN0020200286,SGBN28VIII,GB,,,,,2.5%GOLDBONDS2028SR-VIII,16150.00,16150.00,15710.01,15898.20,15898.20,15859.96,,15898.20,,,183,2908577.38,65,F1,1,,,,,
2026-05-14,2026-05-14,CM,NSE,STK,3742,IN0020210053,SGBMAY29I,GB,,,,,2.5%GOLDBONDS2029SR-I,15926.76,16172.86,15896.00,15901.70,15910.00,15926.76,,15898.37,,,558,8889280.27,80,F1,1,,,,,
2026-05-14,2026-05-14,CM,NSE,STK,3743,IN0020210061,SGBJUN29II,GB,,,,,2.5%GOLDBONDS2029SR-II,16000.00,16000.00,15810.01,15922.83,15882.70,15939.49,,15921.60,,,158,2517205.35,46,F1,1,,,,,
2026-05-14,2026-05-14,CM,NSE,STK,3800,IN0020210087,SGBJU29III,GB,,,,,2.5%GOLDBONDS2029SR-III,15989.00,15990.00,15877.00,15877.00,15877.00,15890.00,,15877.00,,,628,9998925.82,48,F1,1,,,,,
2026-05-14,2026-05-14,CM,NSE,STK,5575,IN0020210145,SGBSEP29VI,GB,,,,,2.5%GOLDBONDS2029SR-VI,15900.00,16275.00,15811.00,15850.74,15870.00,15901.72,,15849.46,,,780,12427123.34,152,F1,1,,,,,
2026-05-14,2026-05-14,CM,NSE,STK,6518,IN0020210178,SGBNV29VII,GB,,,,,2.5%GOLDBONDS2029SR-VII,15816.11,15949.99,15816.11,15894.66,15892.00,15892.61,,15890.40,,,846,13439637.24,69,F1,1,,,,,
2026-05-14,2026-05-14,CM,NSE,STK,5960,IN0020180249,SGBOCT26,GB,,,,,2.50%GOLDBONDS2026SR-II,15999.84,16000.00,15800.01,15851.00,15851.00,15948.99,,15851.00,,,19,302645.81,10,F1,1,,,,,
2026-05-14,2026-05-14,CM,NSE,STK,6355,IN0020180314,SGBNOV26,GB,,,,,2.50%GOLDBONDS2026SR-III,15705.01,17593.95,15705.01,15989.18,15825.00,15994.50,,16055.14,,,156,2475972.86,61,F1,1,,,,,
2026-05-14,2026-05-14,CM,NSE,STK,7654,IN0020180389,SGBDEC26,GB,,,,,2.50%GOLDBONDS2026SR-IV,15820.50,15900.00,15820.50,15845.00,15845.00,15900.00,,15845.00,,,32,507261.00,12,F1,1,,,,,
