TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-05-08,2026-05-08,CM,NSE,STK,19078,IN0020200104,SGBJUN28,GB,,,,,2.5%GOLDBONDS2028SR-III,15101.00,15150.00,15101.00,15120.03,15120.03,15199.00,,15141.02,,,57,861819.29,16,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,1342,IN0020200286,SGBN28VIII,GB,,,,,2.5%GOLDBONDS2028SR-VIII,15198.81,15242.00,15152.06,15190.00,15190.00,15198.81,,15190.00,,,48,728090.66,30,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,3742,IN0020210053,SGBMAY29I,GB,,,,,2.5%GOLDBONDS2029SR-I,15300.00,15300.00,15150.00,15186.20,15191.00,15187.44,,15186.20,,,1335,20251757.40,74,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,3743,IN0020210061,SGBJUN29II,GB,,,,,2.5%GOLDBONDS2029SR-II,15155.00,15225.00,15130.01,15163.05,15163.05,15177.63,,15148.05,,,2428,36832257.65,28,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,3800,IN0020210087,SGBJU29III,GB,,,,,2.5%GOLDBONDS2029SR-III,15152.00,15175.00,15150.00,15170.00,15170.00,15180.00,,15174.29,,,14,212347.00,8,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,5575,IN0020210145,SGBSEP29VI,GB,,,,,2.5%GOLDBONDS2029SR-VI,15136.20,15350.00,15068.28,15276.36,15350.00,15228.80,,15273.33,,,376,5693208.84,61,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,6518,IN0020210178,SGBNV29VII,GB,,,,,2.5%GOLDBONDS2029SR-VII,15112.00,15208.13,15096.00,15194.00,15200.00,15185.36,,15194.00,,,234,3545051.25,59,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,7654,IN0020180389,SGBDEC26,GB,,,,,2.50%GOLDBONDS2026SR-IV,15270.00,15270.00,15270.00,15270.00,15270.00,15100.63,,15285.00,,,2,30540.00,1,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,10261,IN0020190073,SGBJUN27,GB,,,,,2.50%GOLDBONDS2027SR-I,15106.00,15106.00,15106.00,15106.00,15106.00,15149.27,,15106.00,,,1,15106.00,1,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,11154,IN0020190081,SGBJUL27,GB,,,,,2.50%GOLDBONDS2027SR-II,15100.00,15199.99,15066.03,15066.03,15066.03,15000.00,,15066.03,,,5,75632.12,5,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,12904,IN0020190107,SGBAUG27,GB,,,,,2.50%GOLDBONDS2027SR-III,15115.00,15150.00,15100.00,15100.00,15100.00,15115.50,,15100.00,,,33,499460.00,8,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,13209,IN0020190115,SGBSEP27,GB,,,,,2.50%GOLDBONDS2027SR-IV,15081.00,15081.00,15080.03,15080.03,15080.03,15070.00,,15080.03,,,16,241291.15,3,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,13981,IN0020190370,SGBOCT27,GB,,,,,2.50%GOLDBONDS2027SR-V,15100.00,15100.00,15100.00,15100.00,15100.00,15100.00,,15100.00,,,7,105700.00,3,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,8766,IN0020180561,SGBFEB27,GB,,,,,2.50%GOLDBONDS2027SR-VI,15100.00,15100.00,15100.00,15100.00,15100.00,15167.80,,15100.00,,,42,634200.00,3,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,15432,IN0020190461,SGBDC27VII,GB,,,,,2.50%GOLDBONDS2027SR-VII,15150.00,15150.00,15120.00,15120.00,15120.00,15155.01,,15120.00,,,3,45420.00,3,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,18862,IN0020200062,SGBAPR28I,GB,,,,,2.50%GOLDBONDS2028SR-I,15180.15,15180.15,15070.00,15124.12,15140.00,15181.11,,15082.60,,,159,2402861.23,42,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,18972,IN0020200088,SGBMAY28,GB,,,,,2.50%GOLDBONDS2028SR-II,15100.01,15245.00,15100.01,15170.05,15170.00,15162.00,,15170.05,,,67,1016215.66,15,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,22242,IN0020200146,SGBJUL28IV,GB,,,,,2.50%GOLDBONDS2028SR-IV,15147.40,15159.99,15037.44,15126.30,15139.20,15147.40,,15126.30,,,370,5580620.69,54,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,17664,IN0020190545,SGBFEB28IX,GB,,,,,2.50%GOLDBONDS2028SR-IX,15018.30,15175.00,15010.00,15101.16,15101.16,15170.00,,15058.86,,,79,1189011.43,17,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,22385,IN0020200161,SGBAUG28V,GB,,,,,2.50%GOLDBONDS2028SR-V,15165.00,15200.00,15111.00,15149.81,15155.00,15165.40,,15139.45,,,971,14706696.27,99,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,149,IN0020200195,SGBSEP28VI,GB,,,,,2.50%GOLDBONDS2028SR-VI,15160.00,15160.00,15113.20,15113.20,15113.20,15175.00,,15131.60,,,10,151366.00,5,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,834,IN0020200203,SGBOC28VII,GB,,,,,2.50%GOLDBONDS2028SR-VII,15115.30,15115.30,15115.00,15115.16,15115.00,15213.43,,15115.16,,,5,75575.80,3,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,17110,IN0020190537,SGBJ28VIII,GB,,,,,2.50%GOLDBONDS2028SR-VIII,15001.00,15180.00,15001.00,15140.55,15180.00,15090.00,,15140.55,,,3,45282.10,3,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,18451,IN0020190552,SGBMAR28X,GB,,,,,2.50%GOLDBONDS2028SR-X,15110.00,15110.00,15050.12,15080.05,15080.05,15125.00,,15080.05,,,50,753760.16,8,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,5113,IN0020210111,SGBJUL29IV,GB,,,,,2.50%GOLDBONDS2029SR-IV,15199.99,15199.99,15110.00,15171.00,15171.00,15199.99,,15171.00,,,224,3396100.62,18,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,1920,IN0020200377,SGBJAN29IX,GB,,,,,2.50%GOLDBONDS2029SR-IX,15170.00,15170.00,15116.51,15145.00,15145.00,15170.00,,15145.00,,,58,877995.11,21,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,5455,IN0020210129,SGBAUG29V,GB,,,,,2.50%GOLDBONDS2029SR-V,15549.90,15549.90,15150.00,15170.02,15170.02,15245.00,,15170.02,,,53,806418.79,27,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,7098,IN0020210228,SGBD29VIII,GB,,,,,2.50%GOLDBONDS2029SR-VIII,15199.00,15247.00,15161.00,15247.00,15247.00,15246.08,,15247.00,,,107,1626417.74,38,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,2003,IN0020200385,SGBJAN29X,GB,,,,,2.50%GOLDBONDS2029SR-X,15152.00,15177.97,15051.00,15158.40,15150.00,15170.00,,15158.40,,,155,2339893.02,28,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,2200,IN0020200393,SGBFEB29XI,GB,,,,,2.50%GOLDBONDS2029SR-XI,15150.00,15190.00,15100.50,15177.94,15177.92,15170.14,,15177.94,,,283,4290608.88,35,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,2810,IN0020200427,SGBMR29XII,GB,,,,,2.50%GOLDBONDS2029SR-XII,15100.00,15235.00,15051.01,15135.68,15179.99,15142.72,,15135.68,,,640,9676874.18,84,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,10232,IN0020220045,SGBJUN30,GB,,,,,2.50%GOLDBONDS2030SR-I,15230.00,15431.00,15211.07,15295.82,15392.00,15306.66,,15295.82,,,317,4839446.94,91,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,11192,IN0020220078,SGBAUG30,GB,,,,,2.50%GOLDBONDS2030SR-II,15445.99,15445.99,15210.02,15256.07,15259.24,15362.25,,15172.89,,,148,2261266.07,75,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,13642,IN0020220110,SGBDE30III,GB,,,,,2.50%GOLDBONDS2030SR-III,15459.56,15494.98,15360.00,15405.93,15415.00,15413.33,,15405.93,,,125,1926645.96,46,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,7879,IN0020210236,SGBJAN30IX,GB,,,,,2.50%GOLDBONDS2030SR-IX,15300.00,15300.00,15205.00,15230.30,15205.00,15256.99,,15230.30,,,218,3325316.34,48,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,8401,IN0020210319,SGBMAR30X,GB,,,,,2.50%GOLDBONDS2030SR-X,15350.00,15350.00,15176.00,15202.00,15202.00,15374.00,,15202.00,,,9,136982.00,6,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,17202,IN0020230069,SGBJUN31I,GB,,,,,2.50%GOLDBONDS2031SR-I,15631.00,15666.00,15550.00,15574.84,15600.00,15587.10,,15587.64,,,192,2997252.36,45,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,19456,IN0020230093,SGBSEP31II,GB,,,,,2.50%GOLDBONDS2031SR-II,15649.00,15649.00,15560.00,15570.38,15560.00,15578.22,,15569.47,,,508,7918330.51,112,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,22476,IN0020230168,SGBDE31III,GB,,,,,2.50%GOLDBONDS2031SR-III,15701.01,15773.99,15601.01,15678.99,15700.00,15699.19,,15674.50,,,692,10854187.78,134,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,14598,IN0020220169,SGBMAR31IV,GB,,,,,2.50%GOLDBONDS2031SR-IV,15700.00,15700.00,15426.20,15463.75,15499.00,15495.49,,15463.75,,,106,1642638.91,42,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,22886,IN0020230184,SGBFEB32IV,GB,,,,,2.50%GOLDBONDS2032SR-IV,16086.01,16218.99,16011.00,16063.03,16074.00,16156.64,,16057.12,,,1294,20838056.79,313,F1,1,,,,,
2026-05-08,2026-05-08,CM,NSE,STK,16921,INE144J01027,20MICRONS,EQ,,,,,20 MICRONS LTD,185.00,187.04,180.65,181.81,182.89,184.20,,181.83,,,87277,16019286.42,2410,F1,1,,,,,
